Source_Directory,Alloy_Type,Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
CR_HR_ALL,TiPt,G.-M. Rotaru; W. Tirry; P. Sittner; J. Van Humbeeck and D. Schryvers,Acta materialia,Microstructural study of equiatomic PtTi martensite and the discovery of a new long-period structure,2007.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,5.0,5.0,,
CR_HR_ALL,TiPt,G.-M. Rotaru; W. Tirry; P. Sittner; J. Van Humbeeck and D. Schryvers,Acta materialia,Microstructural study of equiatomic PtTi martensite and the discovery of a new long-period structure,2007.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,5.0,5.0,,
CR_HR_ALL,TiPt,K. E. T. Araya,,Phase transformations and equilibria of titanium platinum alloys in the composition range 30-50 atomic percent platinum,2012.0,Ti69.0Pt31.0 %,,,,,,,,,,,,,31.0,,,,69.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,Y. Yamabe-Mitarai; T. Hara; S. Miura and H. Hosoda,Metallurgical and Materials Transactions A,Phase transformation and shape memory effect of Ti (Pt; Ir),2012.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,A. Wadood; M. Takahashi; S. Takahashi; H. Hosoda and Y. Yamabe-Mitarai,Materials Science and Engineering: A,High-temperature mechanical and shape memory properties of TiPt–Zr and TiPt–Ru alloys,2013.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,M. Mahlatji; S. Chikosha; H. K. Chikwanda; W. Stumpf and C. Siyasiya,Advanced Materials Research,Thermal Properties of Amorphous TiPt Alloy Produced by Mechanical Alloying,2014.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,A. Wadood and Y. Yamabe-Mitarai,Materials Science and Engineering: A,TiPt–Co and TiPt–Ru high temperature shape memory alloys,2014.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,Y. Yamabe-Mitarai; R. Arockiakumar; A. Wadood; K. Suresh; T. Kitashima; T. Hara; M. Shimojo; W. Tasaki; M. Takahashi and S. Takahashi,Materials Today: Proceedings,Ti (Pt; Pd; Au) based high temperature shape memory alloys,2015.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,K. E. Tello; R. D. Noebe; A. Garg; J. Allaz and M. J. Kaufman,Materials Characterization,Revisiting the Ti-Pt system relevant to high temperature shape memory alloys,2017.0,Ti61.0Pt39.0 %,,,,,,,,,,,,,39.0,,,,61.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,K. E. Tello; R. D. Noebe; A. Garg; J. Allaz and M. J. Kaufman,Materials Characterization,Revisiting the Ti-Pt system relevant to high temperature shape memory alloys,2017.0,Ti61.0Pt39.0 %,,,,,,,,,,,,,39.0,,,,61.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,K. E. Tello; R. D. Noebe; A. Garg; J. Allaz and M. J. Kaufman,Materials Characterization,Revisiting the Ti-Pt system relevant to high temperature shape memory alloys,2017.0,Ti65.0Pt35.0 %,,,,,,,,,,,,,35.0,,,,65.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,K. E. Tello; R. D. Noebe; A. Garg; J. Allaz and M. J. Kaufman,Materials Characterization,Revisiting the Ti-Pt system relevant to high temperature shape memory alloys,2017.0,Ti69.0Pt31.0 %,,,,,,,,,,,,,31.0,,,,69.0,,,,,,,20.0,20.0,,
CR_HR_ALL,TiPt,T. Biggs; M.B. Cortie; M.J. Witcomb; L.A. Cornish,Platinum Metals Review,Platinum Alloys for Shape Memory Applications,2003.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,O. Rios; R.D. Noebe; T. Biles; A. Garg; A. Palczer; D. Scheiman; H.J. Seifert; M. Kaufman,SPIE Proceedings,Characterization of Ternary NiTiPt High-Temperature Shape Memory Alloys,2005.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,TiPt,A. Wadood; Y. Yamabe-Mitarai,Platinum Metals Review,Recent Research and Developments Related to Near-Equiatomic Titanium-Platinum Alloys for High-Temperature Applications,2014.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiAu,Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni40.0Ti50.0Au10.0 %,,,10.0,,,,,,,,40.0,,,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiAu,Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni37.0Ti50.0Au13.0 %,,,13.0,,,,,,,,37.0,,,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiAu,Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni32.0Ti50.0Au18.0 %,,,18.0,,,,,,,,32.0,,,,,,50.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni9.0Ti51.0Au40.0 %,,,40.0,,,,,,,,9.0,,,,,,51.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.0Ti50.0Au40.0 %,,,40.0,,,,,,,,10.0,,,,,,50.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiAu,L. Casalena; G.S. Bigelow; Y. Gao; O. Benafan; R.D. Noebe; Y. Wang; M.J. Mills,Intermetallics,Mechanical behavior and microstructural analysis of NiTi-40Au shape memory alloys exhibiting work output above 400 °C,2017.0,Ni10.3Ti49.7Au40.0 %,,,40.0,,,,,,,,10.3,,,,,,49.7,,,,,,,20.0,20.0,,
