Source_Directory,Alloy_Type,Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
AF_MF_ALL,NiTiAu,,,,2028.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,234.67,,103.19,,,,,
AF_MF_ALL,NiTiAu,,,,2023.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,118.2,,96.665,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,101.24,,88.198,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,110.0,,0.7,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,111.2,,-0.6,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,110.3,,-0.8,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,109.0,,-1.1,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.0Ti50.0Au11.0 %,,,11.0,,,,,,,,39.0,,,,,,50.0,,,110.3,,-1.2,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,173.3,,70.845,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,152.15,,69.172,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,121.41,,64.352,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,201.75,,63.313,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,205.31,,62.842,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,190.03,,62.203,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,86.047,,56.28,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,204.95,,55.667,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,198.63,,51.425,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,55.906,,39.486,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,39.0,,-44.2,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,41.9,,-51.3,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,41.2,,-52.3,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,40.5,,-53.0,,,,,
AF_MF_ALL,NiTiAu,,,,2022.0,Ni39.3Ti49.7Au11.0 %,,,11.0,,,,,,,,39.3,,,,,,49.7,,,41.3,,-53.0,,,,,
AF_MF_ALL,NiTiCo,Kök; Mediha; Ateş; Gonca,The European Physical Journal Plus,The effect of addition of various elements on properties of NiTi-based shape memory alloys for biomedical application,2017.0,Ni48.0Ti51.0Co1.0 %,,,,,1.0,,,,,,48.0,,,,,,51.0,,,17.3,,-34.5,,,,,
AF_MF_ALL,NiTiCo,"Santosh; S.
Sampath; V.",Transactions of the Indian Institute of Metals,Effect of Ternary Addition of Cobalt on Shape Memory Characteristics of Ni–Ti Alloys,2019.0,Ni49.0Ti50.0Co1.0 %,,,,,1.0,,,,,,49.0,,,,,,50.0,,,37.0,,-47.0,,,,,
AF_MF_ALL,NiTiCo,"Santosh; S.
Sampath; V.",Transactions of the Indian Institute of Metals,Effect of Ternary Addition of Cobalt on Shape Memory Characteristics of Ni–Ti Alloys,2019.0,Ni48.0Ti50.0Co2.0 %,,,,,2.0,,,,,,48.0,,,,,,50.0,,,-0.5,,-75.0,,,,,
AF_MF_ALL,NiTiCo,"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni46.5Ti51.5Co2.0 %,,,,,2.0,,,,,,46.5,,,,,,51.5,,,59.0,,-22.0,,,,,
AF_MF_ALL,NiTiCo,"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni45.0Ti52.0Co3.0 %,,,,,3.0,,,,,,45.0,,,,,,52.0,,,58.0,,-35.0,,,,,
AF_MF_ALL,NiTiCo,"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni43.5Ti52.5Co4.0 %,,,,,4.0,,,,,,43.5,,,,,,52.5,,,58.0,,-7.0,,,,,
AF_MF_ALL,NiTiCo,"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni42.0Ti53.0Co5.0 %,,,,,5.0,,,,,,42.0,,,,,,53.0,,,22.0,,-9.0,,,,,
AF_MF_ALL,NiTiCo,"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni40.5Ti53.5Co6.0 %,,,,,6.0,,,,,,40.5,,,,,,53.5,,,6.0,,-29.0,,,,,
AF_MF_ALL,NiTiCo,"Mohammad Sharifi; E.
Kermanpur; A.",Transactions of Nonferrous Metals Society of China,Superelastic behavior of nanostructured Ti 50 Ni 48 Co 2 shape memory alloy with cold rolling processing,2018.0,Ni48.0Ti50.0Co2.0 %,,,,,2.0,,,,,,48.0,,,,,,50.0,,,28.0,,-9.0,,,,,
AF_MF_ALL,NiTiCo,"Mohammad Sharifi; E.
Kermanpur; A.",Transactions of Nonferrous Metals Society of China,Superelastic behavior of nanostructured Ti 50 Ni 48 Co 2 shape memory alloy with cold rolling processing,2018.0,Ni48.0Ti50.0Co2.0 %,,,,,2.0,,,,,,48.0,,,,,,50.0,,,25.0,,-40.0,,,,,
AF_MF_ALL,NiTiCo,"Mohammad Sharifi; E.
Kermanpur; A.
Karimzadeh; F.",Materials Science and Engineering: A,The effect of thermomechanical processing on the microstructure and mechanical properties of the nanocrystalline TiNiCo shape memory alloy,2014.0,Ni48.0Ti50.0Co2.0 %,,,,,2.0,,,,,,48.0,,,,,,50.0,,,44.0,,-18.0,,,,,
AF_MF_ALL,NiTiCo,El-Bagoury; N.,Materials Science and Technology,Microstructure and martensitic transformation and mechanical properties of cast Ni rich NiTiCo shape memory alloy,2014.0,Ni50.5Ti49.0Co0.5 %,,,,,0.5,,,,,,50.5,,,,,,49.0,,,43.0,,-5.0,,,,,
AF_MF_ALL,NiTiCo,El-Bagoury; N.,Materials Science and Technology,Microstructure and martensitic transformation and mechanical properties of cast Ni rich NiTiCo shape memory alloy,2014.0,Ni49.5Ti49.0Co1.5 %,,,,,1.5,,,,,,49.5,,,,,,49.0,,,57.0,,7.0,,,,,
AF_MF_ALL,NiTiCo,El-Bagoury; N.,Materials Science and Technology,Microstructure and martensitic transformation and mechanical properties of cast Ni rich NiTiCo shape memory alloy,2014.0,Ni47.0Ti49.0Co4.0 %,,,,,4.0,,,,,,47.0,,,,,,49.0,,,68.0,,16.0,,,,,
AF_MF_ALL,NiTiCo,"Goryczka; T.
Lelatko; J.
Vokoun; D.
Ochin; P.",ESOMAT 2009 - 8th European Symposium on Martensitic Transformations,Martensitic transformation in NiTiCo strip covered by nanocrystalline platinum layer,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,15.85,,-47.75,,,,,
AF_MF_ALL,NiTiCo,"Goryczka; T.
Lelatko; J.
Vokoun; D.
Ochin; P.",ESOMAT 2009 - 8th European Symposium on Martensitic Transformations,Martensitic transformation in NiTiCo strip covered by nanocrystalline platinum layer,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,10.55,,-52.15,,,,,
AF_MF_ALL,NiTiCo,"Goryczka; T.
Morawiec; H.",Journal of Alloys and Compounds,Structure studies of the R-phase using X-ray diffraction methods,2004.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,-8.9,,-91.5,,,,,
AF_MF_ALL,NiTiCo,Goryczka; Tomasz,Solid State Phenomena,Structure and Shape Memory Effect in Annealed Ni-Ti-Co Strip Produced by Twin Roll Casting Technique,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,17.64,,-45.12,,,,,
AF_MF_ALL,NiTiCo,Goryczka; Tomasz,Solid State Phenomena,Structure and Shape Memory Effect in Annealed Ni-Ti-Co Strip Produced by Twin Roll Casting Technique,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,19.0,,-45.9,,,,,
AF_MF_ALL,NiTiCo,Goryczka; Tomasz,Solid State Phenomena,Structure and Shape Memory Effect in Annealed Ni-Ti-Co Strip Produced by Twin Roll Casting Technique,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,0.4,,-45.0,,,,,
AF_MF_ALL,NiTiCo,Goryczka; Tomasz,Solid State Phenomena,Structure and Shape Memory Effect in Annealed Ni-Ti-Co Strip Produced by Twin Roll Casting Technique,2009.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,11.07,,-52.71,,,,,
AF_MF_ALL,NiTiCo,"Isola; L.
La Roca; P.
Roatta; A.
Vermaut; Ph
Jordan; L.
Ochin; P.
Malarría; J.",Materials Science and Engineering: A,Load-biased martensitic transformation strain of Ti50–Ni47–Co3 strip obtained by a twin-roll casting technique,2014.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,-20.15,,-92.15,,,,,
AF_MF_ALL,NiTiCo,"Isola; L.
La Roca; P.
Roatta; A.
Vermaut; Ph
Jordan; L.
Ochin; P.
Malarría; J.",Materials Science and Engineering: A,Load-biased martensitic transformation strain of Ti50–Ni47–Co3 strip obtained by a twin-roll casting technique,2014.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,-20.15,,-99.15,,,,,
AF_MF_ALL,NiTiCo,"Isola; L.
La Roca; P.
Sobrero; C.
Fuster; V.
Vermaut; Ph
Malarría; J.",Materials & Design,Martensitic transformation strain and stability of Ni50−x–Ti50–Cox (x=3;4) strips obtained by twin-roll casting and standard processing techniques,2016.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,-20.0,,-99.0,,,,,
AF_MF_ALL,NiTiCo,"Isola; L.
La Roca; P.
Sobrero; C.
Fuster; V.
Vermaut; Ph
Malarría; J.",Materials & Design,Martensitic transformation strain and stability of Ni50−x–Ti50–Cox (x=3;4) strips obtained by twin-roll casting and standard processing techniques,2016.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,24.85,,-55.0,,,,,
AF_MF_ALL,NiTiCo,"Goryczka; Tomasz
Ochin; Patrick",Solid State Phenomena,Texture in NiTi-Based Shape Memory Alloys Produced by Twin Roll Casting,2013.0,Ni47.0Ti50.0Co3.0 %,,,,,3.0,,,,,,47.0,,,,,,50.0,,,34.9,,-45.6,,,,,
AF_MF_ALL,NiTiPd,H.C. Yi; J.J. Moore; A. Petric,Metallurgical Transactions,Microstructural Study of Ti50Pd50 and Ti50Pd50-xPdx Alloys Produced by Combustion Synthesis,1992.0,Ni27.0Ti50.0Pd23.0 %,,,,,,,,,,,27.0,23.0,,,,,50.0,,,85.0,,25.0,,,,,
AF_MF_ALL,NiTiPd,H.C. Yi; J.J. Moore; A. Petric,Metallurgical Transactions,Microstructural Study of Ti50Pd50 and Ti50Pd50-xPdx Alloys Produced by Combustion Synthesis,1992.0,Ni20.0Ti50.0Pd30.0 %,,,,,,,,,,,20.0,30.0,,,,,50.0,,,152.0,,80.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,195.0,,167.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,202.0,,175.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,222.0,,177.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,239.0,,183.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,224.0,,166.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,228.0,,167.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,228.0,,166.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,231.0,,168.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,233.0,,169.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,232.0,,168.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,233.0,,168.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,232.0,,167.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,234.0,,168.0,,,,,
AF_MF_ALL,NiTiPd,K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,232.0,,166.0,,,,,
AF_MF_ALL,NiTiPd,B. Kockar; K.C. Atli; J. Ma; M. Haouaoui; I. Karaman; M. Nagasako; R. Kainuma,Acta Materialia,Role of severe plastic deformation on the cyclic reversibility of a Ti50.3Ni33.7Pd16 high temperature shape memory alloy,2010.0,Ni33.7Ti50.3Pd16.0 %,,,,,,,,,,,33.7,16.0,,,,,50.3,,,109.0,,81.0,,,,,
AF_MF_ALL,NiTiPd,B. Kockar; K.C. Atli; J. Ma; M. Haouaoui; I. Karaman; M. Nagasako; R. Kainuma,Acta Materialia,Role of severe plastic deformation on the cyclic reversibility of a Ti50.3Ni33.7Pd16 high temperature shape memory alloy,2010.0,Ni33.7Ti50.3Pd16.0 %,,,,,,,,,,,33.7,16.0,,,,,50.3,,,109.0,,80.0,,,,,
AF_MF_ALL,NiTiPd,B. Kockar; K.C. Atli; J. Ma; M. Haouaoui; I. Karaman; M. Nagasako; R. Kainuma,Acta Materialia,Role of severe plastic deformation on the cyclic reversibility of a Ti50.3Ni33.7Pd16 high temperature shape memory alloy,2010.0,Ni33.7Ti50.3Pd16.0 %,,,,,,,,,,,33.7,16.0,,,,,50.3,,,87.0,,40.0,,,,,
AF_MF_ALL,NiTiPd,B. Kockar; K.C. Atli; J. Ma; M. Haouaoui; I. Karaman; M. Nagasako; R. Kainuma,Acta Materialia,Role of severe plastic deformation on the cyclic reversibility of a Ti50.3Ni33.7Pd16 high temperature shape memory alloy,2010.0,Ni33.7Ti50.3Pd16.0 %,,,,,,,,,,,33.7,16.0,,,,,50.3,,,87.0,,39.0,,,,,
